tid,BarId,DrinkerId,SubTotal,Tax,Tip,Total
634,235,171,11.02,0.77,2.2,13.99
635,85,467,33.57,2.35,6.71,42.63
636,210,479,2.52,0.18,0.5,3.2
637,81,493,20.34,1.42,4.07,25.83
638,236,334,12.47,0.87,2.49,15.83
639,196,82,17.8,1.25,3.56,22.61
640,234,497,16.3,1.14,3.26,20.7
641,106,388,10.36,0.73,2.07,13.16
642,23,58,12.93,0.91,2.59,16.43
643,200,99,2.08,0.15,0.42,2.65
644,130,460,4.5,0.32,0.9,5.72
645,90,35,5.34,0.37,1.07,6.78
646,60,205,8.58,0.6,1.72,10.9
647,139,218,12.38,0.87,2.48,15.73
648,113,210,10.28,0.72,2.06,13.06
649,198,40,38.58,2.7,7.72,49.0
650,223,182,14.43,1.01,2.89,18.33
651,203,487,8.35,0.58,1.67,10.6
652,200,439,6.24,0.44,1.25,7.93
653,56,376,8.13,0.57,1.63,10.33
654,86,336,23.68,1.66,4.74,30.08
655,123,354,10.93,0.77,2.19,13.89
656,105,49,9.68,0.68,1.94,12.3
657,183,310,20.88,1.46,4.18,26.52
658,96,444,9.12,0.64,1.82,11.58
659,236,355,25.16,1.76,5.03,31.95
660,132,356,4.22,0.3,0.84,5.36
661,33,306,6.66,0.47,1.33,8.46
662,25,458,24.42,1.71,4.88,31.01
663,38,34,11.48,0.8,2.3,14.58
664,153,10,9.27,0.65,1.85,11.77
665,94,471,3.61,0.25,0.72,4.58
666,106,142,24.98,1.75,5.0,31.73
667,232,54,27.81,1.95,5.56,35.32
668,113,359,10.28,0.72,2.06,13.06
669,225,336,12.88,0.9,2.58,16.36
670,167,169,20.56,1.44,4.11,26.11
671,22,189,38.34,2.68,7.67,48.69
672,12,293,8.19,0.57,1.64,10.4
673,39,267,13.92,0.97,2.78,17.67
674,2,69,6.51,0.46,1.3,8.27
675,123,58,32.79,2.3,6.56,41.65
676,59,242,5.4,0.38,1.08,6.86
677,89,172,32.19,2.25,6.44,40.88
678,166,307,37.44,2.62,7.49,47.55
679,181,465,12.1,0.85,2.42,15.37
680,179,223,6.11,0.43,1.22,7.76
681,126,316,6.06,0.42,1.21,7.69
682,150,425,15.1,1.06,3.02,19.18
683,167,434,30.84,2.16,6.17,39.17
684,22,259,25.56,1.79,5.11,32.46
685,141,412,22.98,1.61,4.6,29.19
686,17,195,8.94,0.63,1.79,11.36
687,66,181,4.84,0.34,0.97,6.15
688,165,13,21.08,1.48,4.22,26.78
689,233,303,5.16,0.36,1.03,6.55
690,17,10,17.88,1.25,3.58,22.71
691,125,409,24.14,1.69,4.83,30.66
692,131,213,8.21,0.57,1.64,10.42
693,147,213,15.82,1.11,3.16,20.09
694,109,178,22.94,1.61,4.59,29.14
695,158,258,26.16,1.83,5.23,33.22
696,56,424,2.65,0.19,0.53,3.37
697,56,314,30.0,2.1,6.0,38.1
698,194,11,13.84,0.97,2.77,17.58
699,24,421,22.88,1.6,4.58,29.06
700,94,86,24.46,1.71,4.89,31.06
701,113,410,16.89,1.18,3.38,21.45
702,127,500,8.54,0.6,1.71,10.85
703,106,139,5.18,0.36,1.04,6.58
704,183,369,10.02,0.7,2.0,12.72
705,125,47,21.3,1.49,4.26,27.05
706,103,436,6.4,0.45,1.28,8.13
707,193,391,13.94,0.98,2.79,17.71
708,52,303,17.22,1.21,3.44,21.87
709,230,256,4.93,0.35,0.99,6.27
710,71,137,12.7,0.89,2.54,16.13
711,158,391,6.54,0.46,1.31,8.31
712,181,337,33.15,2.32,6.63,42.1
713,102,397,24.06,1.68,4.81,30.55
714,139,200,22.92,1.6,4.58,29.1
715,168,276,34.38,2.41,6.88,43.67
716,84,441,4.2,0.29,0.84,5.33
717,153,143,24.58,1.72,4.92,31.22
718,102,172,16.74,1.17,3.35,21.26
719,167,281,20.56,1.44,4.11,26.11
720,147,266,24.46,1.71,4.89,31.06
721,94,152,6.75,0.47,1.35,8.57
722,170,248,5.44,0.38,1.09,6.91
723,205,378,10.38,0.73,2.08,13.19
724,167,175,20.56,1.44,4.11,26.11
725,59,412,2.7,0.19,0.54,3.43
726,178,64,21.02,1.47,4.2,26.69
727,207,89,12.24,0.86,2.45,15.55
728,4,454,10.89,0.76,2.18,13.83
729,80,153,7.23,0.51,1.45,9.19
730,74,15,4.13,0.29,0.83,5.25
731,183,379,6.96,0.49,1.39,8.84
732,61,300,23.58,1.65,4.72,29.95
733,200,4,4.16,0.29,0.83,5.28
734,160,345,35.04,2.45,7.01,44.5
735,47,134,17.7,1.24,3.54,22.48
736,173,103,21.6,1.51,4.32,27.43
737,247,10,2.99,0.21,0.6,3.8
738,174,166,12.55,0.88,2.51,15.94
739,79,487,6.78,0.47,1.36,8.61
740,232,259,8.96,0.63,1.79,11.38
741,64,230,24.45,1.71,4.89,31.05
742,104,181,16.53,1.16,3.31,21.0
743,18,183,5.87,0.41,1.17,7.45
744,227,221,11.38,0.8,2.28,14.46
745,126,449,20.7,1.45,4.14,26.29
746,176,493,10.7,0.75,2.14,13.59
747,68,87,2.6,0.18,0.52,3.3
748,201,41,11.42,0.8,2.28,14.5
749,221,341,8.07,0.56,1.61,10.24
750,185,458,12.28,0.86,2.46,15.6
751,66,251,2.42,0.17,0.48,3.07
752,128,145,6.51,0.46,1.3,8.27
753,233,472,5.16,0.36,1.03,6.55
754,230,212,10.5,0.74,2.1,13.34
755,104,132,11.02,0.77,2.2,13.99
756,16,131,5.15,0.36,1.03,6.54
757,91,253,5.9,0.41,1.18,7.49
758,66,233,5.62,0.39,1.12,7.13
759,154,373,24.54,1.72,4.91,31.17
760,63,253,25.5,1.79,5.1,32.39
761,244,490,12.57,0.88,2.51,15.96
762,121,55,36.39,2.55,7.28,46.22
763,76,100,11.92,0.83,2.38,15.13
764,231,395,13.71,0.96,2.74,17.41
765,41,11,20.28,1.42,4.06,25.76
766,4,252,3.63,0.25,0.73,4.61
767,215,104,8.7,0.61,1.74,11.05
768,203,217,16.7,1.17,3.34,21.21
769,47,388,12.45,0.87,2.49,15.81
770,8,384,25.14,1.76,5.03,31.93
771,199,86,12.89,0.9,2.58,16.37
772,13,78,28.59,2.0,5.72,36.31
773,241,425,34.44,2.41,6.89,43.74
774,247,1,16.23,1.14,3.25,20.62
775,68,477,7.8,0.55,1.56,9.91
776,59,394,10.32,0.72,2.06,13.1
777,219,278,21.58,1.51,4.32,27.41
778,149,489,3.11,0.22,0.62,3.95
779,130,149,8.13,0.57,1.63,10.33
780,154,450,24.54,1.72,4.91,31.17
781,204,178,11.25,0.79,2.25,14.29
782,52,263,12.49,0.87,2.5,15.86
783,211,353,34.41,2.41,6.88,43.7
784,18,101,5.87,0.41,1.17,7.45
785,140,270,8.25,0.58,1.65,10.48
786,72,335,31.02,2.17,6.2,39.39
787,148,4,18.24,1.28,3.65,23.17
788,177,28,8.43,0.59,1.69,10.71
789,77,339,5.49,0.38,1.1,6.97
790,168,127,25.26,1.77,5.05,32.08
791,200,189,6.24,0.44,1.25,7.93
792,15,218,7.26,0.51,1.45,9.22
793,194,399,38.67,2.71,7.73,49.11
794,230,58,9.86,0.69,1.97,12.52
795,180,252,32.7,2.29,6.54,41.53
796,87,114,10.44,0.73,2.09,13.26
797,233,195,4.72,0.33,0.94,5.99
798,96,390,35.31,2.47,7.06,44.84
799,229,211,35.73,2.5,7.15,45.38
800,44,67,4.58,0.32,0.92,5.82
801,99,247,17.43,1.22,3.49,22.14
802,71,488,30.87,2.16,6.17,39.2
803,30,88,4.14,0.29,0.83,5.26
804,4,49,38.67,2.71,7.73,49.11
805,40,61,7.02,0.49,1.4,8.91
806,204,228,20.7,1.45,4.14,26.29
807,155,276,16.74,1.17,3.35,21.26
808,2,279,2.17,0.15,0.43,2.75
809,104,219,9.28,0.65,1.86,11.79
810,126,487,31.05,2.17,6.21,39.43
811,211,44,2.12,0.15,0.42,2.69
812,183,40,6.96,0.49,1.39,8.84
813,24,218,22.88,1.6,4.58,29.06
814,192,183,6.47,0.45,1.29,8.21
815,5,406,20.86,1.46,4.17,26.49
816,26,190,25.53,1.79,5.11,32.43
817,97,289,4.48,0.31,0.9,5.69
818,242,490,5.6,0.39,1.12,7.11
819,28,341,31.5,2.21,6.3,40.01
820,117,224,34.17,2.39,6.83,43.39
821,63,134,5.16,0.36,1.03,6.55
822,195,392,25.78,1.8,5.16,32.74
823,198,307,12.86,0.9,2.57,16.33
824,176,31,7.7,0.54,1.54,9.78
825,46,356,20.0,1.4,4.0,25.4
826,100,71,17.37,1.22,3.47,22.06
827,7,334,24.42,1.71,4.88,31.01
828,133,111,11.7,0.82,2.34,14.86
829,34,89,14.28,1.0,2.86,18.14
830,36,140,22.6,1.58,4.52,28.7
831,144,345,6.6,0.46,1.32,8.38
832,171,70,6.14,0.43,1.23,7.8
833,214,310,12.11,0.85,2.42,15.38
834,111,184,16.56,1.16,3.31,21.03
835,143,191,21.46,1.5,4.29,27.25
836,31,298,23.66,1.66,4.73,30.05
837,203,406,16.7,1.17,3.34,21.21
838,225,263,8.74,0.61,1.75,11.1
839,91,231,23.1,1.62,4.62,29.34
840,226,206,9.77,0.68,1.95,12.4
841,31,421,38.76,2.71,7.75,49.22
842,53,499,5.69,0.4,1.14,7.23
843,82,287,10.9,0.76,2.18,13.84
844,149,66,37.53,2.63,7.51,47.67
845,210,315,25.78,1.8,5.16,32.74
846,101,296,9.89,0.69,1.98,12.56
847,81,369,7.38,0.52,1.48,9.38
848,47,329,17.7,1.24,3.54,22.48
849,178,109,2.7,0.19,0.54,3.43
850,203,259,25.05,1.75,5.01,31.81
851,154,352,4.04,0.28,0.81,5.13
852,234,47,19.08,1.34,3.82,24.24
853,92,440,2.41,0.17,0.48,3.06
854,226,58,5.16,0.36,1.03,6.55
855,143,331,4.56,0.32,0.91,5.79
856,64,184,6.45,0.45,1.29,8.19
857,85,484,22.38,1.57,4.48,28.43
858,133,473,11.7,0.82,2.34,14.86
859,238,256,2.64,0.18,0.53,3.35
860,137,384,5.17,0.36,1.03,6.56
861,212,235,4.04,0.28,0.81,5.13
862,113,425,16.89,1.18,3.38,21.45
863,206,400,20.58,1.44,4.12,26.14
864,200,109,4.16,0.29,0.83,5.28
865,131,286,8.21,0.57,1.64,10.42
866,214,186,7.8,0.55,1.56,9.91
867,168,303,7.83,0.55,1.57,9.95
868,209,26,34.98,2.45,7.0,44.43
869,172,270,9.14,0.64,1.83,11.61
870,13,162,34.95,2.45,6.99,44.39
871,1,464,32.28,2.26,6.46,41.0
872,162,204,10.65,0.75,2.13,13.53
873,153,201,14.26,1.0,2.85,18.11
874,249,42,12.63,0.88,2.53,16.04
875,85,379,19.83,1.39,3.97,25.19
876,200,400,2.08,0.15,0.42,2.65
877,227,217,13.3,0.93,2.66,16.89
878,116,394,27.6,1.93,5.52,35.05
879,200,410,4.16,0.29,0.83,5.28
880,70,477,10.84,0.76,2.17,13.77
881,237,369,4.22,0.3,0.84,5.36
882,132,293,4.22,0.3,0.84,5.36
883,106,498,24.98,1.75,5.0,31.73
884,149,21,9.33,0.65,1.87,11.85
885,234,341,8.15,0.57,1.63,10.35
886,249,470,20.22,1.42,4.04,25.68
887,24,277,34.32,2.4,6.86,43.58
888,27,376,2.66,0.19,0.53,3.38
889,56,84,5.3,0.37,1.06,6.73
890,67,373,2.93,0.21,0.59,3.73
891,122,436,11.44,0.8,2.29,14.53
892,128,312,4.31,0.3,0.86,5.47
893,238,91,10.21,0.71,2.04,12.96
894,219,394,6.78,0.47,1.36,8.61
895,143,345,10.73,0.75,2.15,13.63
896,75,370,26.19,1.83,5.24,33.26
897,195,340,25.78,1.8,5.16,32.74
898,63,489,4.36,0.31,0.87,5.54
899,84,141,2.24,0.16,0.45,2.85
900,50,257,8.79,0.62,1.76,11.17
901,45,183,5.37,0.38,1.07,6.82
902,211,255,26.43,1.85,5.29,33.57
903,23,418,5.94,0.42,1.19,7.55
904,50,252,10.91,0.76,2.18,13.85
905,51,127,14.7,1.03,2.94,18.67
906,240,476,4.74,0.33,0.95,6.02
907,69,15,2.43,0.17,0.49,3.09
908,188,32,38.73,2.71,7.75,49.19
909,63,454,4.36,0.31,0.87,5.54
910,160,348,30.12,2.11,6.02,38.25
911,128,479,33.87,2.37,6.77,43.01
912,213,119,19.11,1.34,3.82,24.27
913,132,120,4.22,0.3,0.84,5.36
914,66,271,37.86,2.65,7.57,48.08
915,236,465,25.16,1.76,5.03,31.95
916,208,401,14.78,1.03,2.96,18.77
917,20,78,13.86,0.97,2.77,17.6
918,14,457,25.64,1.79,5.13,32.56
919,51,479,11.79,0.83,2.36,14.98
920,196,108,20.9,1.46,4.18,26.54
921,69,74,6.07,0.42,1.21,7.7
922,34,181,4.64,0.32,0.93,5.89
923,234,257,24.45,1.71,4.89,31.05
924,174,382,13.3,0.93,2.66,16.89
925,47,264,26.55,1.86,5.31,33.72
926,66,491,2.42,0.17,0.48,3.07
927,70,50,10.84,0.76,2.17,13.77
928,35,477,12.28,0.86,2.46,15.6
929,237,256,4.22,0.3,0.84,5.36
930,151,134,8.27,0.58,1.65,10.5
931,218,380,38.49,2.69,7.7,48.88
932,218,489,12.83,0.9,2.57,16.3
933,70,147,16.26,1.14,3.25,20.65
934,11,265,4.98,0.35,1.0,6.33
935,244,313,16.52,1.16,3.3,20.98
936,166,158,3.41,0.24,0.68,4.33
937,204,375,4.7,0.33,0.94,5.97
938,96,282,11.77,0.82,2.35,14.94
939,208,419,7.39,0.52,1.48,9.39
940,32,99,2.79,0.2,0.56,3.55
941,91,135,23.1,1.62,4.62,29.34
942,157,284,6.2,0.43,1.24,7.87
943,84,478,12.27,0.86,2.45,15.58
944,186,139,9.45,0.66,1.89,12.0
945,86,435,35.52,2.49,7.1,45.11
946,95,411,11.52,0.81,2.3,14.63
947,5,200,31.29,2.19,6.26,39.74
948,75,111,2.93,0.21,0.59,3.73
949,97,450,6.65,0.47,1.33,8.45
950,70,257,16.26,1.14,3.25,20.65
951,80,400,6.88,0.48,1.38,8.74
952,129,135,21.03,1.47,4.21,26.71
953,87,183,31.32,2.19,6.26,39.77
954,49,148,24.42,1.71,4.88,31.01
955,74,96,8.96,0.63,1.79,11.38
956,217,387,10.45,0.73,2.09,13.27
957,224,358,11.37,0.8,2.27,14.44
958,200,406,2.08,0.15,0.42,2.65
959,145,440,14.0,0.98,2.8,17.78
960,231,205,13.71,0.96,2.74,17.41
961,193,468,10.83,0.76,2.17,13.76
962,73,244,4.04,0.28,0.81,5.13
963,107,339,6.14,0.43,1.23,7.8
964,158,314,30.48,2.13,6.1,38.71
965,1,35,32.28,2.26,6.46,41.0
966,160,457,25.82,1.81,5.16,32.79
967,236,190,24.94,1.75,4.99,31.68
968,54,178,7.34,0.51,1.47,9.32
969,85,20,22.38,1.57,4.48,28.43
970,205,159,10.38,0.73,2.08,13.19
971,179,334,18.33,1.28,3.67,23.28
972,48,325,7.49,0.52,1.5,9.51
973,234,125,12.72,0.89,2.54,16.15
974,145,398,34.26,2.4,6.85,43.51
975,83,127,6.23,0.44,1.25,7.92
976,127,283,12.83,0.9,2.57,16.3
977,21,57,25.92,1.81,5.18,32.91
978,77,350,24.6,1.72,4.92,31.24
979,124,140,24.78,1.73,4.96,31.47
980,51,431,7.04,0.49,1.41,8.94
981,149,195,9.33,0.65,1.87,11.85
982,66,370,2.81,0.2,0.56,3.57
983,183,333,12.3,0.86,2.46,15.62
984,120,202,13.7,0.96,2.74,17.4
985,80,214,13.76,0.96,2.75,17.47
986,16,32,4.06,0.28,0.81,5.15
987,183,122,6.96,0.49,1.39,8.84
988,14,325,22.2,1.55,4.44,28.19
989,131,414,17.96,1.26,3.59,22.81
990,80,219,14.46,1.01,2.89,18.36
991,67,258,2.93,0.21,0.59,3.73
992,239,363,6.18,0.43,1.24,7.85
993,60,41,20.4,1.43,4.08,25.91
994,198,201,12.56,0.88,2.51,15.95
995,174,436,6.65,0.47,1.33,8.45
996,32,41,4.9,0.34,0.98,6.22
997,173,467,6.0,0.42,1.2,7.62
998,243,457,5.72,0.4,1.14,7.26
999,159,143,4.21,0.29,0.84,5.34
1000,82,84,14.94,1.05,2.99,18.98
1001,163,266,12.73,0.89,2.55,16.17
1002,76,273,5.96,0.42,1.19,7.57
1003,46,152,11.27,0.79,2.25,14.31
1004,5,15,10.43,0.73,2.09,13.25
1005,16,203,10.18,0.71,2.04,12.93
1006,249,116,30.33,2.12,6.07,38.52
1007,246,141,33.9,2.37,6.78,43.05
1008,176,176,5.35,0.37,1.07,6.79
1009,113,24,11.26,0.79,2.25,14.3
1010,194,422,25.78,1.8,5.16,32.74
1011,148,35,12.62,0.88,2.52,16.02
1012,109,12,11.47,0.8,2.29,14.56
1013,40,270,2.34,0.16,0.47,2.97
1014,122,234,11.44,0.8,2.29,14.53
1015,150,332,20.64,1.44,4.13,26.21
1016,198,435,8.02,0.56,1.6,10.18
1017,222,142,9.18,0.64,1.84,11.66
1018,18,12,18.18,1.27,3.64,23.09
1019,64,126,24.45,1.71,4.89,31.05
1020,135,251,8.47,0.59,1.69,10.75
1021,157,18,9.3,0.65,1.86,11.81
1022,132,222,4.22,0.3,0.84,5.36
1023,38,48,34.44,2.41,6.89,43.74
1024,75,214,12.12,0.85,2.42,15.39
1025,147,431,36.69,2.57,7.34,46.6
1026,55,492,12.69,0.89,2.54,16.12
1027,4,475,7.26,0.51,1.45,9.22
1028,77,6,12.3,0.86,2.46,15.62
1029,24,328,7.31,0.51,1.46,9.28
1030,82,432,5.52,0.39,1.1,7.01
1031,70,242,16.26,1.14,3.25,20.65
1032,32,112,4.9,0.34,0.98,6.22
1033,205,198,12.74,0.89,2.55,16.18
1034,247,37,5.24,0.37,1.05,6.66
1035,163,174,7.18,0.5,1.44,9.12
1036,27,391,5.32,0.37,1.06,6.75
1037,43,7,7.41,0.52,1.48,9.41
1038,18,194,5.87,0.41,1.17,7.45
1039,171,276,37.47,2.62,7.49,47.58
1040,242,337,11.2,0.78,2.24,14.22
1041,105,338,25.66,1.8,5.13,32.59
1042,41,350,10.14,0.71,2.03,12.88
1043,240,383,7.1,0.5,1.42,9.02
1044,81,85,20.34,1.42,4.07,25.83
1045,7,203,2.69,0.19,0.54,3.42
1046,152,249,10.48,0.73,2.1,13.31
1047,30,45,14.38,1.01,2.88,18.27
1048,32,70,2.79,0.2,0.56,3.55
1049,53,243,17.07,1.19,3.41,21.67
1050,15,428,4.84,0.34,0.97,6.15
1051,212,258,12.33,0.86,2.47,15.66
1052,224,481,18.02,1.26,3.6,22.88
1053,125,66,2.07,0.14,0.41,2.62
1054,192,4,36.36,2.55,7.27,46.18
1055,191,264,12.28,0.86,2.46,15.6
1056,87,479,31.32,2.19,6.26,39.77
1057,82,446,23.31,1.63,4.66,29.6
1058,151,209,33.63,2.35,6.73,42.71
1059,176,405,2.46,0.17,0.49,3.12
1060,75,94,12.37,0.87,2.47,15.71
1061,172,471,5.32,0.37,1.06,6.75
1062,163,453,25.46,1.78,5.09,32.33
1063,13,259,9.53,0.67,1.91,12.11
1064,51,27,7.73,0.54,1.55,9.82
1065,206,412,13.72,0.96,2.74,17.42
1066,96,441,9.12,0.64,1.82,11.58
1067,15,293,37.44,2.62,7.49,47.55
1068,118,467,19.05,1.33,3.81,24.19
1069,152,256,3.6,0.25,0.72,4.57
1070,203,65,16.7,1.17,3.34,21.21
1071,126,238,6.06,0.42,1.21,7.69
1072,107,325,9.21,0.64,1.84,11.69
1073,39,460,20.88,1.46,4.18,26.52
1074,37,189,19.84,1.39,3.97,25.2
1075,17,253,8.94,0.63,1.79,11.36
1076,10,411,37.02,2.59,7.4,47.01
1077,171,191,30.72,2.15,6.14,39.01
1078,69,148,12.14,0.85,2.43,15.42
1079,52,246,6.32,0.44,1.26,8.02
1080,215,215,19.12,1.34,3.82,24.28
1081,25,198,11.7,0.82,2.34,14.86
1082,183,126,16.72,1.17,3.34,21.23
1083,182,10,3.5,0.25,0.7,4.45
1084,30,284,2.04,0.14,0.41,2.59
1085,20,203,17.97,1.26,3.59,22.82
1086,27,92,5.32,0.37,1.06,6.75
1087,132,306,6.33,0.44,1.27,8.04
1088,160,24,11.7,0.82,2.34,14.86
1089,61,10,12.16,0.85,2.43,15.44
1090,233,394,5.94,0.42,1.19,7.55
1091,82,110,9.96,0.7,1.99,12.65
1092,120,240,12.28,0.86,2.46,15.6
1093,206,234,8.18,0.57,1.64,10.39
1094,83,291,12.46,0.87,2.49,15.82
1095,71,282,30.87,2.16,6.17,39.2
1096,21,449,11.41,0.8,2.28,14.49
1097,235,86,11.02,0.77,2.2,13.99
1098,225,223,19.32,1.35,3.86,24.53
1099,163,152,9.84,0.69,1.97,12.5
1100,82,4,36.3,2.54,7.26,46.1
1101,129,86,2.26,0.16,0.45,2.87
1102,54,78,4.28,0.3,0.86,5.44
1103,144,241,8.96,0.63,1.79,11.38
1104,102,110,16.04,1.12,3.21,20.37
1105,47,373,8.85,0.62,1.77,11.24
1106,24,302,6.08,0.43,1.22,7.73
1107,143,9,12.15,0.85,2.43,15.43
1108,141,6,8.19,0.57,1.64,10.4
1109,148,51,6.08,0.43,1.22,7.73
1110,53,172,11.29,0.79,2.26,14.34
1111,102,455,8.37,0.59,1.67,10.63
1112,111,201,11.04,0.77,2.21,14.02
1113,75,240,12.3,0.86,2.46,15.62
1114,84,253,2.24,0.16,0.45,2.85
1115,237,395,4.22,0.3,0.84,5.36
1116,164,461,38.16,2.67,7.63,48.46
1117,74,409,13.74,0.96,2.75,17.45
1118,12,161,7.52,0.53,1.5,9.55
1119,138,167,13.52,0.95,2.7,17.17
1120,249,227,10.11,0.71,2.02,12.84
1121,59,138,14.43,1.01,2.89,18.33
1122,110,198,32.28,2.26,6.46,41.0
1123,159,295,4.21,0.29,0.84,5.34
1124,21,140,17.28,1.21,3.46,21.95
1125,137,303,6.25,0.44,1.25,7.94
1126,250,447,14.84,1.04,2.97,18.85
1127,215,15,8.7,0.61,1.74,11.05
1128,45,45,3.44,0.24,0.69,4.37
1129,232,308,9.27,0.65,1.85,11.77
1130,78,338,29.73,2.08,5.95,37.76
1131,184,436,4.6,0.32,0.92,5.84
1132,185,342,36.84,2.58,7.37,46.79
1133,40,121,2.34,0.16,0.47,2.97
1134,212,221,2.1,0.15,0.42,2.67
1135,108,284,21.0,1.47,4.2,26.67
1136,111,212,2.49,0.17,0.5,3.16
1137,208,46,22.17,1.55,4.43,28.15
1138,171,186,10.24,0.72,2.05,13.01
1139,18,484,5.87,0.41,1.17,7.45
1140,113,104,10.28,0.72,2.06,13.06
1141,239,141,6.35,0.44,1.27,8.06
1142,66,2,12.62,0.88,2.52,16.02
1143,14,404,38.46,2.69,7.69,48.84
1144,133,437,11.7,0.82,2.34,14.86
1145,145,235,4.92,0.34,0.98,6.24
1146,218,2,7.14,0.5,1.43,9.07
1147,232,317,6.18,0.43,1.24,7.85
1148,82,204,8.28,0.58,1.66,10.52
1149,232,67,8.96,0.63,1.79,11.38
1150,68,384,8.67,0.61,1.73,11.01
1151,228,48,4.79,0.34,0.96,6.09
1152,158,84,17.44,1.22,3.49,22.15
1153,119,312,21.12,1.48,4.22,26.82
1154,56,436,8.13,0.57,1.63,10.33
1155,79,108,2.81,0.2,0.56,3.57
1156,61,130,6.88,0.48,1.38,8.74
1157,91,257,8.85,0.62,1.77,11.24
1158,169,203,5.52,0.39,1.1,7.01
1159,76,149,5.44,0.38,1.09,6.91
1160,25,479,11.7,0.82,2.34,14.86
1161,154,32,21.16,1.48,4.23,26.87
1162,127,197,25.66,1.8,5.13,32.59
1163,162,243,2.77,0.19,0.55,3.51
1164,212,380,5.51,0.39,1.1,7.0
1165,250,387,6.0,0.42,1.2,7.62
1166,180,17,24.54,1.72,4.91,31.17
1167,90,142,5.34,0.37,1.07,6.78
1168,167,373,30.84,2.16,6.17,39.17
1169,8,91,31.41,2.2,6.28,39.89
1170,109,219,8.43,0.59,1.69,10.71
1171,65,461,12.1,0.85,2.42,15.37
1172,246,184,33.9,2.37,6.78,43.05
1173,19,286,2.76,0.19,0.55,3.5
1174,118,234,15.74,1.1,3.15,19.99
1175,104,249,4.57,0.32,0.91,5.8
1176,115,158,22.36,1.57,4.47,28.4
1177,48,422,14.98,1.05,3.0,19.03
1178,241,247,18.57,1.3,3.71,23.58
1179,71,402,7.77,0.54,1.55,9.86
1180,217,65,7.44,0.52,1.49,9.45
1181,238,48,5.75,0.4,1.15,7.3
1182,64,11,6.45,0.45,1.29,8.19
1183,228,320,37.05,2.59,7.41,47.05
1184,71,103,5.18,0.36,1.04,6.58
1185,58,88,5.85,0.41,1.17,7.43
1186,88,327,2.57,0.18,0.51,3.26
1187,82,391,2.76,0.19,0.55,3.5
1188,91,431,32.43,2.27,6.49,41.19
1189,128,152,19.7,1.38,3.94,25.02
1190,27,151,8.88,0.62,1.78,11.28
1191,174,181,6.65,0.47,1.33,8.45
1192,147,380,12.26,0.86,2.45,15.57
1193,67,322,6.89,0.48,1.38,8.75
1194,225,495,6.44,0.45,1.29,8.18
1195,208,467,21.54,1.51,4.31,27.36
1196,211,275,20.31,1.42,4.06,25.79
1197,229,248,24.9,1.74,4.98,31.62
1198,100,40,10.14,0.71,2.03,12.88
1199,167,353,20.56,1.44,4.11,26.11
1200,223,417,14.43,1.01,2.89,18.33
1201,27,174,5.32,0.37,1.06,6.75
1202,232,100,27.81,1.95,5.56,35.32
1203,192,342,8.82,0.62,1.76,11.2
1204,71,114,12.7,0.89,2.54,16.13
1205,202,448,33.72,2.36,6.74,42.82
1206,155,252,15.62,1.09,3.12,19.83
1207,7,308,2.69,0.19,0.54,3.42
1208,239,350,6.35,0.44,1.27,8.06
1209,125,73,24.14,1.69,4.83,30.66
1210,137,403,10.34,0.72,2.07,13.13
1211,159,350,27.93,1.96,5.59,35.48
1212,15,137,2.51,0.18,0.5,3.19
1213,5,465,10.43,0.73,2.09,13.25
1214,151,261,22.94,1.61,4.59,29.14
1215,164,484,9.16,0.64,1.83,11.63
1216,17,201,17.88,1.25,3.58,22.71
1217,1,133,32.28,2.26,6.46,41.0
1218,48,184,15.64,1.09,3.13,19.86
1219,73,491,34.65,2.43,6.93,44.01
1220,48,423,22.47,1.57,4.49,28.53
1221,164,473,25.44,1.78,5.09,32.31
1222,211,470,6.36,0.45,1.27,8.08
1223,129,210,18.57,1.3,3.71,23.58
1224,235,216,16.53,1.16,3.31,21.0
1225,149,89,3.11,0.22,0.62,3.95
1226,27,491,34.86,2.44,6.97,44.27
1227,39,186,13.92,0.97,2.78,17.67
1228,239,342,9.1,0.64,1.82,11.56
1229,180,351,16.36,1.15,3.27,20.78
1230,100,291,12.85,0.9,2.57,16.32
1231,140,221,2.75,0.19,0.55,3.49
1232,12,140,24.4,1.71,4.88,30.99
1233,161,46,15.2,1.06,3.04,19.3
1234,209,301,14.48,1.01,2.9,18.39
1235,120,54,13.7,0.96,2.74,17.4
1236,138,125,6.76,0.47,1.35,8.58
1237,210,213,13.12,0.92,2.62,16.66
1238,224,205,11.37,0.8,2.27,14.44
1239,87,328,10.44,0.73,2.09,13.26
1240,157,46,18.12,1.27,3.62,23.01
1241,32,143,17.36,1.22,3.47,22.05
1242,90,479,8.01,0.56,1.6,10.17
1243,14,335,25.64,1.79,5.13,32.56
1244,29,307,21.18,1.48,4.24,26.9
1245,185,23,15.24,1.07,3.05,19.36
1246,174,419,6.65,0.47,1.33,8.45
1247,157,104,9.3,0.65,1.86,11.81
1248,121,377,36.39,2.55,7.28,46.22
1249,178,133,4.74,0.33,0.95,6.02
1250,106,18,7.31,0.51,1.46,9.28
1251,156,427,8.53,0.6,1.71,10.84
1252,151,457,16.54,1.16,3.31,21.01
1253,218,27,10.42,0.73,2.08,13.23
1254,78,39,9.91,0.69,1.98,12.58
1255,141,251,7.66,0.54,1.53,9.73
1256,239,481,27.3,1.91,5.46,34.67
